p_recall,timestamp,delta,user_id,learning_language,ui_language,lexeme_id,lexeme_string,history_seen,history_correct,session_seen,session_correct
1.0,1362083811,147,u:ihFn,en,es,0b92ea6f088f642e9aaa8c2acc7d7b0a,boy/boy<n><sg>,16,14,2,2
1.0,1362083811,147,u:ihFn,en,es,6467457ef675ada64c360e7d17642aaf,men/man<n><pl>,10,10,2,2
1.0,1362083811,147,u:ihFn,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,73,64,3,3
1.0,1362083811,147,u:ihFn,en,es,547bb1812414cec172b0afef5ca93fce,girl/girl<n><sg>,18,17,1,1
1.0,1362083811,147,u:ihFn,en,es,764e3dc3b4ba7256526f0b66c33d778d,hello/hello<ij>,4,4,2,2
1.0,1362083811,147,u:ihFn,en,es,18204d89f24410e93d66889c7c7399d7,no/no<adv>,4,4,1,1
1.0,1362083811,147,u:ihFn,en,es,80765ae2a08ba6812a4ab9df607b97d2,am/be<vbser><pri><p1><sg>,34,31,2,2
1.0,1362083814,357,u:iM-B,en,it,577853bea646e596a8bd041fb781718a,does/do<vbdo><pri><p3><sg>,5,5,4,4
1.0,1362083810,2493,u:hUYP,fr,en,808d0c8ede6981e3d9a7a87153601e38,une/un<det><ind><f><sg>,16,12,2,2
1.0,1362083810,1166,u:hUYP,fr,en,603b7cd0d4d54eee91008645adccd258,mange/manger<vblex><pri><p1><sg>,9,5,1,1
1.0,1362083810,1166,u:hUYP,fr,en,b8177f85ffb5356bd51d6ebaacd146e4,pomme/pomme<n><f><sg>,10,5,2,2
1.0,1362083810,1166,u:hUYP,fr,en,f3996a785b8d9fe04c44850c79a0a337,est/être<vbser><pri><p3><sg>,8,8,1,1
1.0,1362083810,1166,u:hUYP,fr,en,8e6df998cc5c26b86482a3040a5805e2,c'/ce<prn><tn><nt><sg>,12,12,1,1
0.6,1362083812,7275,u:iJJu,es,en,a96439c6627d7b2447435b1a5f32eade,yo/prpers<prn><tn><p1><mf><sg>,3,3,5,3
0.8,1362083812,7275,u:iJJu,es,en,767fce885fae7a70ef9eab520d78f1bb,una/uno<det><ind><f><sg>,4,3,5,4
1.0,1362083812,7275,u:iJJu,es,en,08dfcd4e6c86bb047be6dc84e77ed664,niña/niño<n><f><sg>,3,3,3,3
1.0,1362083812,7275,u:iJJu,es,en,b1b2b2203009f082a1cf172e42fa65a3,el/el<det><def><m><sg>,2,2,2,2
0.666666666667,1362083812,7275,u:iJJu,es,en,c5a5d664ac5b4440b3da8613095dd840,un/uno<det><ind><m><sg>,4,4,6,4
1.0,1362083812,7275,u:iJJu,es,en,e3f7a4495f1d47fbca713a5a70dbd8e9,la/el<det><def><f><sg>,3,3,1,1
0.6,1362083812,7275,u:iJJu,es,en,84e18e86c58e8e61d687dfa06b3aaa36,soy/ser<vbser><pri><p1><sg>,5,5,5,3
0.666666666667,1362083812,7275,u:iJJu,es,en,e5a09ea1bd469575ed000382d5cee176,mujer/mujer<n><f><sg>,5,3,3,2
0.833333333333,1362083812,7275,u:iJJu,es,en,86584daef5933b284384453795bbf0ed,hombre/hombre<n><m><sg>,3,2,6,5
0.8,1362083812,7275,u:iJJu,es,en,605a1c36da2cf22706eaad95b0b7eeee,niño/niño<n><m><sg>,4,4,5,4
1.0,1362083813,159,u:iIlo,en,es,87c450efea56f8f35f5ca4e48906a192,bye/bye<ij>,6,6,3,3
1.0,1362083813,159,u:iIlo,en,es,33a7fd42f74b2d2b1110f1b0c8b6db38,not/not<adv>,5,4,2,2
1.0,1362083813,159,u:iIlo,en,es,e35dd18fb95a8b59046eec582942fa64,thanks/thanks<ij>,2,2,1,1
1.0,1362083813,159,u:iIlo,en,es,ee83763629a0d5a538c07e65bfd65593,please/please<adv>,4,4,3,3
1.0,1362083813,159,u:iIlo,en,es,18204d89f24410e93d66889c7c7399d7,no/no<adv>,3,3,2,2
1.0,1362083813,159,u:iIlo,en,es,d94aa893b5c536f2a4664637d9bec191,yes/yes<adv>,5,4,3,3
1.0,1362083813,159,u:iIlo,en,es,764e3dc3b4ba7256526f0b66c33d778d,hello/hello<ij>,4,4,1,1
1.0,1362083813,159,u:iIlo,en,es,9443f902cdcf9f4da3b5f58d3f657efe,you/prpers<@ij:thank_you>,5,4,3,3
1.0,1362083815,273,u:hK9y,en,es,fc37775015029e1d39f073eda2852b82,ducks/duck<n><pl>,11,11,3,3
1.0,1362083815,273,u:hK9y,en,es,a8b4c0f9fab0d467c1803f1cb90adf5d,birds/bird<n><pl>,15,13,3,3
1.0,1362083815,273,u:hK9y,en,es,0ed4e535d399f10f462b2f1e51b97d3f,animals/animal<n><pl>,14,13,4,4
1.0,1362083815,273,u:hK9y,en,es,02f223d35274044da61fd6ed8a1729ab,turtles/turtle<n><pl>,16,15,4,4
1.0,1362083815,273,u:hK9y,en,es,2d7715db3b4a525d703dee6e80e38c6a,plates/plate<n><pl>,10,9,3,3
1.0,1362083815,273,u:hK9y,en,es,8b6401409f89715543edb1e0c707c162,sandwiches/sandwich<n><pl>,23,21,5,5
1.0,1362083820,312,u:ipMZ,es,en,2a94c2ba4da5dfbdb5d23703e11646fe,caballos/caballo<n><m><pl>,20,18,1,1
1.0,1362083820,923,u:ipMZ,es,en,61c2f4dd9c024c9d99910ba2b04590b1,comen/comer<vblex><pri><p3><pl>,23,20,1,1
1.0,1362083820,923,u:ipMZ,es,en,949dcde4140ed63db24a73573f6ce7ea,gato/gato<n><m><sg>,21,20,1,1
1.0,1362083820,312,u:ipMZ,es,en,4e2d55b6054492c18e7c6090bf577d6d,tortuga/tortuga<n><f><sg>,14,14,1,1
1.0,1362083820,312,u:ipMZ,es,en,85f1c68fe6ff052c94a517fc73972c71,gata/gato<n><f><sg>,16,15,1,1
1.0,1362083820,312,u:ipMZ,es,en,751cef71758f92e031ad696122464d2f,gatos/gato<n><m><pl>,20,18,1,1
1.0,1362083820,312,u:ipMZ,es,en,ecd5cdac269b038dbbd2331238536efc,animal/animal<n><m><sg>,38,37,1,1
1.0,1362083820,312,u:ipMZ,es,en,05b4e4c3500b553a2439c810f0771392,pato/pato<n><m><sg>,21,19,1,1
1.0,1362083820,1237,u:ipMZ,es,en,84e18e86c58e8e61d687dfa06b3aaa36,soy/ser<vbser><pri><p1><sg>,71,68,1,1
1.0,1362083820,312,u:ipMZ,es,en,55cc2386d20ceea622e7c218e7f5cb0c,elefante/elefante<n><m><sg>,22,21,1,1
1.0,1362083820,312,u:ipMZ,es,en,41e6f9b46214faa29fba6d9f552d7960,patos/pato<n><m><pl>,18,15,1,1
1.0,1362083820,312,u:ipMZ,es,en,07605081e461f8cc70d0e27a91d1ba37,tortugas/tortuga<n><f><pl>,16,14,1,1
1.0,1362083820,312,u:ipMZ,es,en,efe85c0c9748dee0aab4a16466a37c98,gatas/gato<n><f><pl>,17,14,2,2
1.0,1362083820,312,u:ipMZ,es,en,a86e2a4fcacb8e686c9b01bafbe4783c,pingüino/pingüino<n><m><sg>,32,31,1,1
1.0,1362083820,312,u:ipMZ,es,en,78c25a8b1ab23f9182c4d839aef0e7f4,oso/oso<n><m><sg>,30,30,1,1
1.0,1362083820,312,u:ipMZ,es,en,751870fa2768a6ee46e433d2b2852ce8,perros/perro<n><m><pl>,17,16,1,1
1.0,1362083820,312,u:ipMZ,es,en,1d82fa60ebcc219cea70d4375a404a5c,bebe/beber<vblex><pri><p3><sg>,34,31,2,2
1.0,1362083820,312,u:ipMZ,es,en,2199c2e34a246811ededdd765f1933ce,animales/animal<n><m><pl>,31,30,1,1
1.0,1362083820,312,u:ipMZ,es,en,e8578c557b3989f9efbc424f9430091d,come/comer<vblex><pri><p3><sg>,47,46,1,1
1.0,1362083820,312,u:ipMZ,es,en,4a557863511d1e6df34858d5b7b4a246,pájaro/pájaro<n><m><sg>,44,40,1,1
1.0,1362083820,923,u:ipMZ,es,en,f0f2727a8c1b436349fa2f07bc698945,pescado/pescado<n><m><sg>,18,16,1,1
1.0,1362083820,923,u:ipMZ,es,en,0f74821da4122d27786204db337aa795,elefantes/elefante<n><m><pl>,17,12,1,1
1.0,1362083820,312,u:ipMZ,es,en,88d32763695c33d85f3e8af4bb09b6ee,araña/araña<n><f><sg>,31,29,1,1
1.0,1362083820,312,u:ipMZ,es,en,11d02829b51e0f162d853c969a91a30a,cangrejo/cangrejo<n><m><sg>,33,29,1,1
1.0,1362083820,87958,u:ipMZ,es,en,f0dfe0a3acd6a6a42701c33e93ba29d9,agua/agua<n><f><sg>,30,30,1,1
1.0,1362083820,312,u:ipMZ,es,en,d64b11ab44cc6fa1b32ce3d4998bd5af,pájaros/pájaro<n><m><pl>,42,40,1,1
1.0,1362083824,169,u:iNbQ,es,en,065d3cd6bc42c437f89877740698c750,bebes/beber<vblex><pri><p2><sg>,5,5,1,1
0.0,1362083824,1377,u:iNbQ,es,en,86584daef5933b284384453795bbf0ed,hombre/hombre<n><m><sg>,5,5,1,0
1.0,1362083824,1377,u:iNbQ,es,en,08dfcd4e6c86bb047be6dc84e77ed664,niña/niño<n><f><sg>,3,3,2,2
1.0,1362083824,1377,u:iNbQ,es,en,a52bc2771bde31d4d5e80bd29f350714,manzana/manzana<n><f><sg>,5,5,1,1
1.0,1362083824,1377,u:iNbQ,es,en,84e18e86c58e8e61d687dfa06b3aaa36,soy/ser<vbser><pri><p1><sg>,7,6,2,2
1.0,1362083824,169,u:iNbQ,es,en,575d2821d7c3fa6d410c0eb2ea878f28,leche/leche<n><f><sg>,8,6,1,1
1.0,1362083824,1377,u:iNbQ,es,en,e3f7a4495f1d47fbca713a5a70dbd8e9,la/el<det><def><f><sg>,3,3,1,1
1.0,1362083824,1377,u:iNbQ,es,en,a96439c6627d7b2447435b1a5f32eade,yo/prpers<prn><tn><p1><mf><sg>,5,4,1,1
0.5,1362083824,1377,u:iNbQ,es,en,54ed4cf41cbbae2ce97ddda174b5be84,es/ser<vbser><pri><p3><sg>,7,6,2,1
1.0,1362083824,1377,u:iNbQ,es,en,767fce885fae7a70ef9eab520d78f1bb,una/uno<det><ind><f><sg>,5,5,1,1
1.0,1362083824,1377,u:iNbQ,es,en,e8578c557b3989f9efbc424f9430091d,come/comer<vblex><pri><p3><sg>,6,6,1,1
1.0,1362083824,1377,u:iNbQ,es,en,82405a988fe6d883b8df7297873c5e5a,tú/prpers<prn><tn><p2><mf><sg>,6,5,2,2
1.0,1362083824,1377,u:iNbQ,es,en,e5a09ea1bd469575ed000382d5cee176,mujer/mujer<n><f><sg>,8,8,2,2
1.0,1362083824,1377,u:iNbQ,es,en,605a1c36da2cf22706eaad95b0b7eeee,niño/niño<n><m><sg>,5,3,1,1
1.0,1362083824,1489,u:iNbQ,es,en,967bfdb9d5180c33cfb21dca82034e85,usted/prpers<prn><tn><p3><mf><sg>,2,2,1,1
1.0,1362083824,169,u:iNbQ,es,en,33b0e1ddffd7f88532895500640817ee,comes/comer<vblex><pri><p2><sg>,1,1,1,1
1.0,1362083824,1377,u:iNbQ,es,en,c5a5d664ac5b4440b3da8613095dd840,un/uno<det><ind><m><sg>,5,4,1,1
0.0,1362083824,1377,u:iNbQ,es,en,7c5f7481bd058705944beb130edc5882,él/prpers<prn><tn><p3><m><sg>,4,4,1,0
1.0,1362083824,169,u:iNbQ,es,en,87c0872395d39bff72bd1ab172838aea,bebo/beber<vblex><pri><p1><sg>,4,3,1,1
1.0,1362083824,169,u:iNbQ,es,en,f0dfe0a3acd6a6a42701c33e93ba29d9,agua/agua<n><f><sg>,1,1,1,1
1.0,1362083824,1377,u:iNbQ,es,en,958e352cb64f78feed5afb5b95657dbe,eres/ser<vbser><pri><p2><sg>,6,4,1,1
1.0,1362083824,169,u:iNbQ,es,en,593cf703acd34bfc58184c2a96ff5e2a,como/comer<vblex><pri><p1><sg>,2,2,1,1
0.0,1362083817,341,u:icKM,en,pt,91e1f511d532b80f8ef3fca752f3a237,fish/fish<n><sg>,4,2,1,0
1.0,1362083817,341,u:icKM,en,pt,55f383178cf0fdc463ef1ebf91bd288d,milk/milk<n><sg>,3,2,2,2
1.0,1362083817,341,u:icKM,en,pt,74b2ac77cf1b5c548dee1241dd3667b9,cheese/cheese<n><sg>,2,2,2,2
0.5,1362083817,341,u:icKM,en,pt,8b6401409f89715543edb1e0c707c162,sandwiches/sandwich<n><pl>,7,5,2,1
1.0,1362083817,341,u:icKM,en,pt,b974624f112084b39586380fe4aaf32a,man/man<n><sg>,5,4,1,1
0.666666666667,1362083817,341,u:icKM,en,pt,f8fdb9076b95ddccaccdbad286b0b558,dogs/dog<n><pl>,4,4,3,2
1.0,1362083817,417892,u:icKM,en,pt,65e5296142d056fd1403e95fb027f107,fruit/fruit<n><sg>,2,2,1,1
1.0,1362083817,341,u:icKM,en,pt,a617ed646a251e339738ce62b84e61ce,are/be<vbser><pres>,4,4,1,1
1.0,1362083817,341,u:icKM,en,pt,62a992ac2a5f346b5796b3f14732130e,horses/horse<n><pl>,7,6,2,2
1.0,1362083817,341,u:icKM,en,pt,2b97dce464f0a69324ffd2955a7eff1f,our/our<det><pos><sp>,5,3,1,1
0.5,1362083817,341,u:icKM,en,pt,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,8,7,2,1
0.0,1362083817,341,u:icKM,en,pt,e296b8e7737593b36ec7583275c790fe,boys/boy<n><pl>,5,5,1,0
1.0,1362083817,341,u:icKM,en,pt,7b2e60314cad24be935a55062cb7f65e,newspapers/newspaper<n><pl>,3,3,1,1
1.0,1362083817,341,u:icKM,en,pt,02f223d35274044da61fd6ed8a1729ab,turtles/turtle<n><pl>,5,5,2,2
1.0,1362083817,341,u:icKM,en,pt,c2931f12f84e49c84d224cbbdc8a504b,cats/cat<n><pl>,8,6,3,3
1.0,1362083817,341,u:icKM,en,pt,a8b4c0f9fab0d467c1803f1cb90adf5d,birds/bird<n><pl>,5,5,2,2
1.0,1362083817,341,u:icKM,en,pt,0a7ad985b6b19b5cfb4723f207220a3d,they/prpers<prn><subj><p3><mf><pl>,3,3,1,1
1.0,1362083817,341,u:icKM,en,pt,b314eb04f77f9a6f277a4f6546d51287,rice/rice<n><sg>,8,6,1,1
1.0,1362083817,341,u:icKM,en,pt,f6fd61a3465e663d4a6a7128570a59d1,books/book<n><pl>,4,4,3,3
1.0,1362083817,341,u:icKM,en,pt,0d9244f805fd55af1281a1bcb1a2cba6,and/and<cnjcoo>,6,5,1,1
1.0,1362083817,341,u:icKM,en,pt,928787744a962cd4ec55c1b22cedc913,eats/eat<vblex><pri><p3><sg>,8,8,3,3
1.0,1362083817,593606,u:icKM,en,pt,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,3,3,1,1
1.0,1362083817,341,u:icKM,en,pt,0ed4e535d399f10f462b2f1e51b97d3f,animals/animal<n><pl>,5,5,2,2
1.0,1362083817,341,u:icKM,en,pt,375662ec82debfdebd8215b147848cc7,woman/woman<n><sg>,4,3,1,1
1.0,1362083817,341,u:icKM,en,pt,2d7715db3b4a525d703dee6e80e38c6a,plates/plate<n><pl>,4,4,1,1
1.0,1362083817,341,u:icKM,en,pt,b968b069e4e2c04848e9f8924e34c031,we/prpers<prn><subj><p1><mf><pl>,5,4,1,1
1.0,1362083817,341,u:icKM,en,pt,efc2c65bd3a2ab7e0e2d4db65e290699,read/read<vblex><pres>,7,7,2,2
1.0,1362083817,851002,u:icKM,en,pt,547bb1812414cec172b0afef5ca93fce,girl/girl<n><sg>,4,2,1,1
0.5,1362083817,107727,u:icKM,en,pt,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,5,5,2,1
1.0,1362083817,341,u:icKM,en,pt,797df85fa241f274d166630d082e6db3,apples/apple<n><pl>,6,6,2,2
1.0,1362083817,137,u:iM-8,en,es,678bfa5d0ccd050c12395a792abaff12,i/prpers<prn><subj><p1><mf><sg>,10,9,4,4
1.0,1362083817,137,u:iM-8,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,14,13,8,8
1.0,1362083817,137,u:iM-8,en,es,80765ae2a08ba6812a4ab9df607b97d2,am/be<vbser><pri><p1><sg>,10,9,4,4
1.0,1362083817,137,u:iM-8,en,es,0b92ea6f088f642e9aaa8c2acc7d7b0a,boy/boy<n><sg>,5,4,9,9
1.0,1362083823,5017136,u:erXf,en,es,942da712a7872b056e35eb1f5c1572c6,begins/begin<vblex><pri><p3><sg>,4,4,3,3
1.0,1362083823,535932,u:erXf,en,es,394ef41089bfcb3166bd5e27f3522119,night/night<n><sg>,1,1,1,1
1.0,1362083823,52053,u:erXf,en,es,e09b138d58a98c83f120ffbc898ce818,at/at<pr>,34,31,2,2
1.0,1362083823,1676256,u:erXf,en,es,aa94db3b587c7027e8505c25f6fc8ed9,apple/apple<n><sg>,15,15,1,1
1.0,1362083823,14305,u:erXf,en,es,7489751fe9a37e9c8f03e2e4562b8d03,in/in<pr>,46,44,2,2
1.0,1362083823,5016521,u:erXf,en,es,2f2707261c0f62107deaa2d40f2d28cb,maintain/maintain<vblex><pres>,4,4,1,1
1.0,1362083823,5408635,u:erXf,en,es,59ff4e154662e4341a2af3ddbc0f3c57,museum/museum<n><sg>,10,10,1,1
1.0,1362083823,6910,u:erXf,en,es,ab94aae2b451eece63b55c712145ad61,about/about<pr>,16,12,2,2
1.0,1362083823,5018455,u:erXf,en,es,212fb2446194a599e6402adaeb5060f3,appear/appear<vblex><pres>,4,4,1,1
1.0,1362083823,193652,u:erXf,en,es,3fbbe0a36fa12f2237cb233213af2f19,america/america<np><loc><sg>,5,5,2,2
1.0,1362083823,4953702,u:erXf,en,es,eb120603c4b40da64bec19e1e051fbc5,arrive/arrive<vblex><pres>,4,4,3,3
1.0,1362083823,4953702,u:erXf,en,es,6e3bf8ff6735f3c99777b8c8c964d349,wins/win<vblex><pri><p3><sg>,4,4,1,1
1.0,1362083823,5018278,u:erXf,en,es,5b2ec73215c76c7b3c27f4f1fdf6a23d,reserve/reserve<vblex><pres>,4,4,2,2
1.0,1362083823,14305,u:erXf,en,es,0a7ad985b6b19b5cfb4723f207220a3d,they/prpers<prn><subj><p3><mf><pl>,116,114,4,4
1.0,1362083823,5016292,u:erXf,en,es,e895a1bbca3c3a5cf536bec131747894,helps/help<vblex><pri><p3><sg>,4,4,2,2
1.0,1362083823,994327,u:erXf,en,es,d6fadc3af21a7158f97a305255b4e0f7,elections/election<n><pl>,1,1,1,1
1.0,1362083823,5018278,u:erXf,en,es,36b8e182edadf1f081735072aaaa3d53,dream/dream<vblex><pres>,4,4,3,3
1.0,1362083823,4953702,u:erXf,en,es,1eb8f1502824aeeef56c32ab63d336f4,cuts/cut<vblex><pri><p3><sg>,4,4,1,1
1.0,1362083823,703939,u:erXf,en,es,e5fab737d4716f5fe6c1481995904144,girlfriend/girlfriend<n><sg>,10,9,2,2
1.0,1362083823,186181,u:erXf,en,es,1ad6e8baecadf51f79d47ed51b89eb77,direction/direction<n><sg>,7,6,1,1
1.0,1362083823,256773,u:erXf,en,es,46a16bfbe06339264594d523fb04bf7a,restaurant/restaurant<n><sg>,17,16,2,2
1.0,1362083823,5035,u:erXf,en,es,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,125,119,2,2
1.0,1362083820,199,u:iKmv,en,pt,f42865f53c4d50746ed9bb08fe1fdfd8,white/white<adj><sint>,5,4,1,1
1.0,1362083820,199,u:iKmv,en,pt,55f383178cf0fdc463ef1ebf91bd288d,milk/milk<n><sg>,7,7,1,1
1.0,1362083820,357,u:iKmv,en,pt,a94a938b71c9bd3352c0811cb5f94d72,which/which<det><itg><sp>,3,2,1,1
1.0,1362083820,199,u:iKmv,en,pt,aa94db3b587c7027e8505c25f6fc8ed9,apple/apple<n><sg>,8,8,1,1
1.0,1362083820,10045,u:iKmv,en,pt,179dc23eaea411d9839e3ec0ff7dfc15,turtle/turtle<n><sg>,3,3,1,1
1.0,1362083820,10045,u:iKmv,en,pt,c9fb923e49d5cba24b5afb9ee1cff2a9,wine/wine<n><sg>,3,3,2,2
1.0,1362083820,10045,u:iKmv,en,pt,e5a11511dda58f5feb9e25bbf8aa3aca,horse/horse<n><sg>,3,3,2,2
1.0,1362083820,3342,u:iKmv,en,pt,d3655c4c158db4993a9ae4f199d95c5e,yellow/yellow<adj><sint>,3,3,1,1
1.0,1362083820,199,u:iKmv,en,pt,2b97dce464f0a69324ffd2955a7eff1f,our/our<det><pos><sp>,5,5,1,1
1.0,1362083820,10045,u:iKmv,en,pt,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,6,6,1,1
1.0,1362083820,4075,u:iKmv,en,pt,5e29d77697d23070a1fb92eb6c90e9b6,bread/bread<n><sg>,7,7,1,1
1.0,1362083820,4075,u:iKmv,en,pt,547bb1812414cec172b0afef5ca93fce,girl/girl<n><sg>,10,10,3,3
1.0,1362083820,199,u:iKmv,en,pt,97e922f780d628eac638bea7a02bf496,is/be<vbser><pri><p3><sg>,7,7,1,1
1.0,1362083820,3342,u:iKmv,en,pt,8c8952fbf398f996438f9fd5a27f9d38,red/red<adj>,3,3,1,1
1.0,1362083820,10045,u:iKmv,en,pt,ca886bc339ea78c58abea6250665ad49,orange/orange<n><sg>,3,3,3,3
1.0,1362083820,10045,u:iKmv,en,pt,0a7ad985b6b19b5cfb4723f207220a3d,they/prpers<prn><subj><p3><mf><pl>,6,6,1,1
1.0,1362083820,10045,u:iKmv,en,pt,ee83763629a0d5a538c07e65bfd65593,please/please<adv>,3,3,1,1
0.0,1362083820,10045,u:iKmv,en,pt,0b92ea6f088f642e9aaa8c2acc7d7b0a,boy/boy<n><sg>,10,10,1,0
1.0,1362083820,10045,u:iKmv,en,pt,5c1f70dd4ac671161963d4adbd17d725,clothes/clothes<n><pl>,3,3,2,2
0.0,1362083820,3342,u:iKmv,en,pt,109cddf825db4d8e0d00d19b2c3cb1b3,black/black<adj>,3,3,1,0
1.0,1362083820,199,u:iKmv,en,pt,01669d9689c5cf2ec04c58a893f02ab6,drinks/drink<vblex><pri><p3><sg>,8,8,3,3
1.0,1362083820,10045,u:iKmv,en,pt,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,6,6,2,2
1.0,1362083820,567,u:iKmv,en,pt,a6f949fa049279ad56980bfe6cf500f4,where/where<adv><itg>,4,4,1,1
1.0,1362083820,10045,u:iKmv,en,pt,165dc4d4b42c9d825cb913541fdd09a7,juice/juice<n><sg>,3,3,4,4
1.0,1362083820,199,u:iKmv,en,pt,2179fd8c281cec0879b28ef81510bf9d,have/have<vblex><pres>,10,10,1,1
1.0,1362083820,199,u:iKmv,en,pt,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,18,18,1,1
1.0,1362083820,4075,u:iKmv,en,pt,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,4,4,1,1
1.0,1362083820,10045,u:iKmv,en,pt,a220ccbff7f0cada80263ce9a0723373,<*sf>/hat<n><*numb>,3,3,2,2
1.0,1362083824,2256102,u:gnYg,en,es,80765ae2a08ba6812a4ab9df607b97d2,am/be<vbser><pri><p1><sg>,21,17,2,2
1.0,1362083824,2256102,u:gnYg,en,es,678bfa5d0ccd050c12395a792abaff12,i/prpers<prn><subj><p1><mf><sg>,17,14,2,2
1.0,1362083824,419517,u:gnYg,en,es,b974624f112084b39586380fe4aaf32a,man/man<n><sg>,19,16,1,1
1.0,1362083824,419219,u:gnYg,en,es,375662ec82debfdebd8215b147848cc7,woman/woman<n><sg>,29,24,1,1
1.0,1362083824,2256102,u:gnYg,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,35,31,2,2
1.0,1362083820,941518,u:Suz,es,en,082a43346d3faa5270f10bafb90a1cff,ciclo/ciclo<n><m><sg>,16,16,1,1
1.0,1362083820,941518,u:Suz,es,en,770d4ef65a55ea2e0806c2ae6766657c,generación/generación<n><f><sg>,15,15,3,3
1.0,1362083820,941518,u:Suz,es,en,e27e6cf702f46733553e7fe5241b389c,segundos/segundo<n><m><pl>,16,16,1,1
1.0,1362083820,941518,u:Suz,es,en,0ed22021bc8923b86c34d3c83b466f57,madrugada/madrugada<n><f><sg>,17,14,3,3
1.0,1362083820,69768,u:Suz,es,en,38097d01a90cf8925c95078ad0ff3fc6,juventud/juventud<n><f><sg>,20,15,2,2
1.0,1362083820,941518,u:Suz,es,en,94b8310c9c438054b3d1694e01d92f80,instante/instante<n><m><sg>,16,16,5,5
0.8,1362083820,941518,u:Suz,es,en,b41cba5accd1875c8b825525396df4ca,estación/estación<n><f><sg>,12,11,5,4
1.0,1362083824,91167,u:h6nq,fr,en,b43239f837356c525ca7d743d83fbf57,livre/livre<n><m><sg>,44,40,3,3
1.0,1362083824,188666,u:h6nq,fr,en,235cfb740a5e1bb87b24cab385a8470d,menu/menu<n><m><sg>,33,30,1,1
1.0,1362083824,188666,u:h6nq,fr,en,b71c13d5a05a6aabcdce64e81333274f,mangeons/manger<vblex><pri><p1><pl>,23,22,1,1
1.0,1362083824,188900,u:h6nq,fr,en,b6488994f2a4e7183878ea8684358d15,écrit/écrire<vblex><pri><p3><sg>,26,24,5,5
1.0,1362083824,91310,u:h6nq,fr,en,24ea7199ed8e95e420abc795c3770416,lettre/lettre<n><f><sg>,24,21,4,4
1.0,1362083824,91167,u:h6nq,fr,en,dc230cd7596e16ff8bbfbbd9eb36582a,tu/tu<prn><tn><p2><mf><sg>,93,86,1,1
1.0,1362083824,188900,u:h6nq,fr,en,7f652c7673a29b48d0f6bdf8190ba2e6,boivent/boire<vblex><pri><p3><pl>,17,16,2,2
1.0,1362083824,91167,u:h6nq,fr,en,2d0937077480a627a3973de2a1e4015a,vin/vin<n><m><sg>,37,36,2,2
1.0,1362083824,249,u:h6nq,fr,en,be70637289b60b17de3b22270462e5bf,un/un<det><ind><m><sg>,51,51,4,4
0.5,1362083824,188900,u:h6nq,fr,en,146fa232459ae25f817416576569a73e,ce/ce<prn><tn><nt>,11,11,2,1
1.0,1362083824,91310,u:h6nq,fr,en,5594b03119f7beb09faeab02bda34d19,elle/il<prn><tn><p3><f><sg>,53,52,2,2
1.0,1362083824,249,u:h6nq,fr,en,6d6841b5a0ea88d87c2a7b6eee95ab48,et/et<cnjcoo>,74,69,2,2
1.0,1362083824,181164,u:h6nq,fr,en,bda3603f43f9eca8dba247df3501cae9,journal/journal<n><m><sg>,32,28,2,2
1.0,1362083824,188666,u:h6nq,fr,en,73bcadad77f168896b084da588c4c913,ils/il<prn><tn><p3><m><pl>,11,11,1,1
1.0,1362083824,188666,u:h6nq,fr,en,5c2c879342c029c7be610695abb15bd5,lit/lire<vblex><pri><p3><sg>,29,27,4,4
1.0,1362083824,188666,u:h6nq,fr,en,bfbd77c555aed5378a456e03e189e010,il/il<prn><tn><p3><m><sg>,24,22,2,2
1.0,1362083824,188666,u:h6nq,fr,en,158491ff8c9c7e3c8d36b78533c08e32,lis/lire<vblex><pri><p1><sg>,18,18,1,1
0.666666666667,1362083824,188900,u:h6nq,fr,en,dadb5aa7b2d284331cf888f00898224f,garçons/garçon<n><m><pl>,12,12,3,2
1.0,1362083824,188900,u:h6nq,fr,en,9eaf763f2e18226379e5dbfac1c50376,vous/vous<prn><pro><p2><mf><pl>,9,8,1,1
1.0,1362083824,91167,u:h6nq,fr,en,eac0a6e012ae1793120d137c1d0b6596,vous/vous<prn><tn><p2><mf><pl>,27,27,2,2
1.0,1362083824,188666,u:h6nq,fr,en,b6f94c87cfa77bcb0eef40bf093835cc,lis/lire<vblex><pri><p2><sg>,19,18,1,1
1.0,1362083824,188666,u:h6nq,fr,en,7bef0b88931de7619c9e899b05025f23,lisez/lire<vblex><pri><p2><pl>,14,14,3,3
